SentID_GM,targ,Sentence_with_Target,Sentence_with_Blank,SimilarTo_SentID_GM,sentence_length,targ_sent_position
820,deteriorate,The spread of illness caused conditions in the camp to [deteriorate].,The spread of illness caused conditions in the camp to XXXXX.,NA,NA,NA
821,deteriorate,"When the defendant threatened the witness, his case began to [deteriorate].","When the defendant threatened the witness, his case began to XXXXX.",NA,NA,NA
822,deteriorate,The mood of the passengers aboard the Titanic started to [deteriorate].,The mood of the passengers aboard the Titanic started to XXXXX.,NA,NA,NA
823,deteriorate,The passage of time caused the old reel of film to [deteriorate].,The passage of time caused the old reel of film to XXXXX.,NA,NA,NA
824,deteriorate,Eating unhealthy foods will only cause your health to [deteriorate].,Eating unhealthy foods will only cause your health to XXXXX.,NA,NA,NA
825,deteriorate,"He could have fixed the car, but the engine was [deteriorate] from neglect.","He could have fixed the car, but the engine was XXXXX from neglect.",NA,NA,NA
826,deteriorate,The presence of drugs and crimes caused the quality of life to [deteriorate].,The presence of drugs and crimes caused the quality of life to XXXXX.,NA,NA,NA
827,deteriorate,"The pollution triggered my asthma, causing my health to [deteriorate].","The pollution triggered my asthma, causing my health to XXXXX.",NA,NA,NA
828,deteriorate,Arthritis is a condition where the joints are [deteriorated] over time.,Arthritis is a condition where the joints are XXXXX over time.,NA,NA,NA
829,dross,Luke didn't know if it was his [dross] or someone else's.,Luke didn't know if it was his XXXXX or someone else's.,NA,NA,NA
830,dross,Barbara was surprised to see so much [dross] around her.,Barbara was surprised to see so much XXXXX around her.,NA,NA,NA
831,dross,"Out of the corner of his eye, Will saw some [dross].","Out of the corner of his eye, Will saw some XXXXX.",NA,NA,NA
832,dross,"Last night, I discovered that there was a lot of [dross] outside.","Last night, I discovered that there was a lot of XXXXX outside.",NA,NA,NA
833,dross,"Hannah decided to leave for work, forgetting all about the [dross].","Hannah decided to leave for work, forgetting all about the XXXXX.",NA,NA,NA
834,dross,Steve wasn't sure what he should do about the [dross].,Steve wasn't sure what he should do about the XXXXX.,NA,NA,NA
835,dross,We were disappointed when we saw that our motel room was filled with [dross].,We were disappointed when we saw that our motel room was filled with XXXXX.,NA,NA,NA
836,dross,Who's to say what is valuable and what is [dross]?,Who's to say what is valuable and what is XXXXX?,NA,NA,NA
837,dross,I loved the old junkyard because I was searching for [dross].,I loved the old junkyard because I was searching for XXXXX.,NA,NA,NA
838,dross,"After the New Year's party, the streets were littered with [dross].","After the New Year's party, the streets were littered with XXXXX.",NA,NA,NA
839,dross,"His diet consists of candy, corn chips and other [dross].","His diet consists of candy, corn chips and other XXXXX.",NA,NA,NA
840,dross,Sometimes you need to sort through a lot of [dross] to find something nice.,Sometimes you need to sort through a lot of XXXXX to find something nice.,NA,NA,NA
841,dross,The streets of the run-down neighborhood were lined with graffiti and [dross].,The streets of the run-down neighborhood were lined with graffiti and XXXXX.,NA,NA,NA
842,dross,"The ocean floor was littered with plastic, cans, and other [dross].","The ocean floor was littered with plastic, cans, and other XXXXX.",NA,NA,NA
843,dross,"After the big parade, the street was full of all the [dross] people had left behind.","After the big parade, the street was full of all the XXXXX people had left behind.",NA,NA,NA
844,dross,The hurricane destroyed the town and left the streets full of [dross].,The hurricane destroyed the town and left the streets full of XXXXX.,NA,NA,NA
845,dross,"After the tornado, the building was nothing more than a pile of [dross].","After the tornado, the building was nothing more than a pile of XXXXX.",NA,NA,NA
846,dross,I would rather sit in silence than listen to this CD full of terrible [dross].,I would rather sit in silence than listen to this CD full of terrible XXXXX.,NA,NA,NA
847,epiphany,Bob was so distracted that he forgot all about his [epiphany].,Bob was so distracted that he forgot all about his XXXXX.,NA,NA,NA
848,epiphany,Jane wrote a short story about the time she had an [epiphany].,Jane wrote a short story about the time she had a(n) XXXXX.,NA,NA,NA
849,epiphany,Michelle sat down to write about what it was like to have an [epiphany].,Michelle sat down to write about what it was like to have a(n) XXXXX.,NA,NA,NA
850,epiphany,All of us hope that Susan has an [epiphany] sometime soon.,All of us hope that Susan has a(n) XXXXX sometime soon.,NA,NA,NA
851,epiphany,Some people have had many more [epiphanies] than other people.,Some people have had many more XXXXX than other people.,NA,NA,NA
852,epiphany,We decided that there was no reason to discuss the [epiphany] any more.,We decided that there was no reason to discuss the XXXXX any more.,NA,NA,NA
853,epiphany,The discovery was so unexpected that it seemed like an [epiphany].,The discovery was so unexpected that it seemed like a(n) XXXXX.,1636,NA,NA
854,epiphany,When we realize an important truth it can be an [epiphany].,When we realize an important truth it can be a(n) XXXXX.,NA,NA,NA
855,epiphany,Sometimes you need to stop thinking so hard in order to have an [epiphany].,Sometimes you need to stop thinking so hard in order to have a(n) XXXXX.,NA,NA,NA
856,epiphany,The solution to a problem sometimes appears as an [epiphany].,The solution to a problem sometimes appears as a(n) XXXXX.,1637,NA,NA
857,epiphany,When the boy finally learned to ride a bike it was an [epiphany].,When the boy finally learned to ride a bike it was a(n) XXXXX.,NA,NA,NA
858,epiphany,"Sometimes learning seems hard, and sometimes it's an [epiphany].","Sometimes learning seems hard, and sometimes it's a(n) XXXXX.",NA,NA,NA
859,epiphany,During his prayer the spiritual leader had a sudden vision or [epiphany].,During his prayer the spiritual leader had a sudden vision or XXXXX.,NA,NA,NA
860,epiphany,Artists are sometimes inspired by a powerful vision or [epiphany].,Artists are sometimes inspired by a powerful vision or XXXXX.,NA,NA,NA
861,epiphany,Einstein said that his new idea came to him as an [epiphany] or vision.,Einstein said that his new idea came to him as a(n) XXXXX or vision.,NA,NA,NA
862,epiphany,"An awesome piece of music can lead to inspiration, or an [epiphany].","An awesome piece of music can lead to inspiration, or a(n) XXXXX.",NA,NA,NA
863,epiphany,The monk was praying about the crisis when he had a sudden [epiphany].,The monk was praying about the crisis when he had a sudden XXXXX.,NA,NA,NA
864,epiphany,The moment when you find the solution to a puzzle is called an [epiphany].,The moment when you find the solution to a puzzle is called a(n) XXXXX.,NA,NA,NA
865,goad,Gary thought about the last time that someone tried to [goad] him.,Gary thought about the last time that someone tried to XXXXX him.,NA,NA,NA
866,goad,Greg did not know what it was like to be [goaded] by someone.,Greg did not know what it was like to be XXXXX by someone.,3342,NA,NA
867,goad,It was well known that Bill [goads] his friends and enemies alike.,It was well known that Bill XXXXX his friends and enemies alike.,3343,NA,NA
868,goad,Mary remembered all the times she had been [goaded] as a kid.,Mary remembered all the times she had been XXXXX as a kid.,NA,NA,NA
869,goad,Most people think that Tom is [goaded] more often than his older sister.,Most people think that Tom is XXXXX more often than his older sister.,3344,NA,NA
870,goad,I was surprised when the paper boy tried to [goad] me.,I was surprised when the paper boy tried to XXXXX me.,NA,NA,NA
871,goad,The boss demanded perfection and [goaded] the employees to work harder.,The boss demanded perfection and XXXXX the employees to work harder.,NA,NA,NA
872,goad,"Every morning, their mother got them up and [goaded] them to the bus stop.","Every morning, their mother got them up and XXXXX them to the bus stop.",3330,NA,NA
873,goad,The editor had high standards and [goaded] the writer every day to work harder.,The editor had high standards and XXXXX the writer every day to work harder.,3331,NA,NA
874,goad,The reporter tried to [goad] him into saying something he'd later regret.,The reporter tried to XXXXX him into saying something he'd later regret.,NA,NA,NA
875,goad,A cowboy used a short whip to [goad] his horse into a slow gallop.,A cowboy used a short whip to XXXXX his horse into a slow gallop.,3336,NA,NA
876,goad,Heeler dogs have the job of [goading] and pushing a herd of sheep forward.,Heeler dogs have the job of XXXXX and pushing a herd of sheep forward.,3338,NA,NA
877,goad,Tom's wife [goaded] him into buying her a new dress.,Tom's wife XXXXX him into buying her a new dress.,NA,NA,NA
878,goad,The citizens protested until they had [goaded] the mayor into action.,The citizens protested until they had XXXXX the mayor into action.,NA,NA,NA
879,goad,Matthew's little sister [goaded] him in her most annoying voice until he got mad.,Matthew's little sister XXXXX him in her most annoying voice until he got mad.,3329,NA,NA
880,goad,"Our flight was already boarding, and my sister [goaded] me along frantically.","Our flight was already boarding, and my sister XXXXX me along frantically.",NA,NA,NA
881,goad,The angry mob shouted and [goaded] him through the streets.,The angry mob shouted and XXXXX him through the streets.,3334,NA,NA
882,goad,"The odd young man was insulted, abused and [goaded] out of town.","The odd young man was insulted, abused and XXXXX out of town.",3335,NA,NA
883,incentive,Julia's brother was surprised to learn about the [incentive].,Julia's brother was surprised to learn about the XXXXX.,NA,NA,NA
884,incentive,I tried to remember the last time that I was offered an [incentive].,I tried to remember the last time that I was offered a(n) XXXXX.,NA,NA,NA
885,incentive,"After he sat down in his chair, Josh started thinking about the [incentive].","After he sat down in his chair, Josh started thinking about the XXXXX.",NA,NA,NA
886,incentive,Each of the students in Eliza's English class was writing about the [incentive].,Each of the students in Eliza's English class was writing about the XXXXX.,NA,NA,NA
